HanXRQChr01	75701026	75725891
HanXRQChr02	35215559	35233125
HanXRQChr02	166973619	167031069
HanXRQChr04	29915592	30187212
HanXRQChr04	67129647	67211063
HanXRQChr04	97534096	97600274
HanXRQChr05	2794329	2945581
HanXRQChr05	11506321	11506634
HanXRQChr05	133863411	133863411
HanXRQChr05	203658085	203733732
HanXRQChr05	206147409	206621579
HanXRQChr06	57304814	57685111
HanXRQChr06	68676587	68676634
HanXRQChr06	89661575	90253071
HanXRQChr06	91537895	95204561
HanXRQChr06	95984418	101261996
HanXRQChr06	102145516	102550939
HanXRQChr06	103056467	103717337
HanXRQChr08	5318461	5446388
HanXRQChr08	134524434	134610340
HanXRQChr09	181010323	181078525
HanXRQChr09	199389464	199441160
HanXRQChr10	31215941	31256142
HanXRQChr10	64237382	64363449
HanXRQChr10	90147541	90245543
HanXRQChr10	133504583	133504583
HanXRQChr10	152168940	152169009
HanXRQChr11	11003818	11059198
HanXRQChr11	26442270	27256901
HanXRQChr11	62252463	63042183
HanXRQChr11	160515320	160683998
HanXRQChr12	25413456	25658175
HanXRQChr13	81854931	81854931
HanXRQChr13	191763620	191798538
HanXRQChr14	58564425	58869180
HanXRQChr14	113858938	113860721
HanXRQChr16	146136087	146136127
HanXRQChr17	197851682	197951594
HanXRQChr17	200184212	200348865
