HanXRQChr10	177110610	177184622
HanXRQChr10	190533864	190661454
HanXRQChr10	196234318	196362621
HanXRQChr10	199484110	200280814
HanXRQChr10	201446549	202986652
HanXRQChr10	204910759	207660501
HanXRQChr10	208526549	209904430
HanXRQChr10	211182789	212181402
HanXRQChr10	213214694	213296697
HanXRQChr10	213936274	214382795
HanXRQChr10	217208703	218487043
HanXRQChr10	219172067	221104106
HanXRQChr10	221939340	222935839
HanXRQChr10	224095746	224215601
HanXRQChr10	225168829	226581716
HanXRQChr10	227093185	227569960
HanXRQChr10	228326467	229137549
HanXRQChr10	230139424	233301095
HanXRQChr10	235755218	235967614
HanXRQChr10	236470664	237061933
HanXRQChr10	239421131	240077642
HanXRQChr10	240606610	240894968
HanXRQChr10	241698029	242670208
HanXRQChr10	244044118	245846654
HanXRQChr12	71058695	71059287
HanXRQChr12	100419628	100419628
HanXRQChr12	161487446	161487866
HanXRQChr13	27574613	27583271
HanXRQChr16	24202534	24296665
