chrom	start	end	mid	the_mds	outlier	n	mds_coord
HanXRQChr01	117635100	118024542	117829821	-0.1335930630652756	Outlier	348	mds40-neg
HanXRQChr01	118024548	118764638	118394593	-0.13340863621149732	Outlier	349	mds40-neg
HanXRQChr01	119714254	119937258	119825756	-0.14390467629346435	Outlier	356	mds40-neg
HanXRQChr01	119937268	120033439	119985353.5	-0.13216130169681328	Outlier	357	mds40-neg
HanXRQChr01	120033590	120371415	120202502.5	-0.13764549580126262	Outlier	358	mds40-neg
HanXRQChr01	120371416	120947347	120659381.5	-0.11861380454542791	Outlier	359	mds40-neg
HanXRQChr11	21313854	22106731	21710292.5	0.13727889005809132	Outlier	5522	mds40-pos
HanXRQChr11	29372909	29810118	29591513.5	0.1469107692175346	Outlier	5555	mds40-pos
HanXRQChr11	92363212	92579544	92471378	0.15782540603586395	Outlier	5759	mds40-pos
HanXRQChr11	92579552	93538730	93059141	0.14823002414366193	Outlier	5760	mds40-pos
HanXRQChr11	99980323	100166055	100073189	0.1394290066231085	Outlier	5781	mds40-pos
HanXRQChr11	100166152	100449334	100307743	0.12311243138649688	Outlier	5782	mds40-pos
HanXRQChr11	112075220	113282219	112678719.5	0.13762311693413132	Outlier	5815	mds40-pos
HanXRQChr11	113282230	114243474	113762852	0.16438186633595495	Outlier	5816	mds40-pos
HanXRQChr11	120923164	121255077	121089120.5	0.13131166367735994	Outlier	5836	mds40-pos
HanXRQChr17	116237187	117073963	116655575	0.19009933980128263	Outlier	9451	mds39-pos
HanXRQChr17	120304315	121807127	121055721	0.1272770632722286	Outlier	9456	mds39-pos
HanXRQChr17	127906363	128604937	128255650	0.1474570683326744	Outlier	9462	mds39-pos
HanXRQChr17	128604938	128973362	128789150	0.1476868135423298	Outlier	9463	mds39-pos
HanXRQChr17	128973398	129180951	129077174.5	0.18114671774517915	Outlier	9464	mds39-pos
HanXRQChr17	129180972	129712626	129446799	0.1894308259699173	Outlier	9465	mds39-pos
HanXRQChr17	129712645	130190074	129951359.5	0.17557900975562296	Outlier	9466	mds39-pos
HanXRQChr17	130843005	131126312	130984658.5	0.17926268493216543	Outlier	9469	mds39-pos
HanXRQChr17	131126333	132216021	131671177	0.20975587117719896	Outlier	9470	mds39-pos
HanXRQChr17	132216149	133301665	132758907	0.17046233885468876	Outlier	9471	mds39-pos
HanXRQChr17	133301683	134086986	133694334.5	0.1539722178152445	Outlier	9472	mds39-pos
HanXRQChr17	134754403	135039551	134896977	0.14936263768434155	Outlier	9475	mds39-pos
HanXRQChr17	135039568	135638745	135339156.5	0.13627683049516684	Outlier	9476	mds39-pos
HanXRQChr17	135638882	136374948	136006915	0.19534290651458464	Outlier	9477	mds39-pos
HanXRQChr17	137884087	138145488	138014787.5	0.15416930950786903	Outlier	9481	mds39-pos
HanXRQChr17	138145503	138420974	138283238.5	0.1692182397049426	Outlier	9482	mds39-pos
HanXRQChr17	138421035	139027587	138724311	0.16943018923443603	Outlier	9483	mds39-pos
HanXRQChr17	139027588	139492625	139260106.5	0.13642079149466535	Outlier	9484	mds39-pos
HanXRQChr17	139492673	140599726	140046199.5	0.15952733829407695	Outlier	9485	mds39-pos
HanXRQChr17	140599744	141754120	141176932	0.18570296158394506	Outlier	9486	mds39-pos
HanXRQChr17	141754129	142629724	142191926.5	0.16378849229428524	Outlier	9487	mds39-pos
HanXRQChr02	68694524	69339263	69016893.5	-0.19149416918996906	Outlier	683	mds36-neg
HanXRQChr02	69339267	70460502	69899884.5	-0.15530799495124017	Outlier	684	mds36-neg
HanXRQChr02	70460567	70677953	70569260	-0.14220697548006123	Outlier	685	mds36-neg
HanXRQChr02	77667334	79474320	78570827	-0.16347621879857702	Outlier	696	mds36-neg
HanXRQChr02	79474540	80565726	80020133	-0.14755744755139663	Outlier	697	mds36-neg
HanXRQChr02	80565748	81885701	81225724.5	-0.1963980024480873	Outlier	698	mds36-neg
HanXRQChr02	81885704	82350748	82118226	-0.20101203311981847	Outlier	699	mds36-neg
HanXRQChr02	83841321	84606952	84224136.5	-0.22208182323325198	Outlier	703	mds36-neg
HanXRQChr02	84606953	85184220	84895586.5	-0.20701315316599614	Outlier	704	mds36-neg
HanXRQChr02	86279354	86886037	86582695.5	-0.23627001663465783	Outlier	706	mds36-neg
HanXRQChr02	86886083	87932804	87409443.5	-0.24465015326256367	Outlier	707	mds36-neg
HanXRQChr02	87932813	88344437	88138625	-0.18740217726371233	Outlier	708	mds36-neg
HanXRQChr02	91225540	92497315	91861427.5	-0.1798541435788854	Outlier	715	mds36-neg
